school,famsize,Medu,Fedu,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,freetime,goout,absences,G1,G2,G3,source,Pass
GP,GT3,3,1,other,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,4,2,9,9,10,mat,1
GP,GT3,4,4,reputation,mother,2,2,0,no,no,yes,yes,yes,yes,yes,3,4,8,12,10,11,mat,1
GP,GT3,4,2,reputation,father,1,2,0,no,yes,yes,yes,yes,yes,yes,4,5,10,10,9,10,mat,1
GP,GT3,3,3,home,other,1,2,2,no,yes,yes,yes,yes,yes,yes,3,5,15,9,9,9,mat,0
GP,GT3,2,3,reputation,father,1,4,0,no,yes,yes,yes,yes,yes,yes,5,5,4,15,14,14,mat,1
GP,LE3,1,1,home,mother,2,2,0,no,yes,yes,no,no,yes,no,4,3,2,11,11,11,mat,1
GP,GT3,1,2,home,mother,1,2,0,no,yes,yes,yes,no,yes,no,5,2,2,15,14,14,mat,1
GP,GT3,2,4,reputation,mother,2,2,0,no,yes,yes,no,yes,yes,yes,3,3,2,10,10,10,mat,1
GP,LE3,2,2,course,mother,2,2,0,yes,yes,yes,no,yes,yes,yes,4,4,6,12,12,12,mat,1
GP,GT3,3,2,home,mother,2,2,0,no,no,no,no,no,no,yes,1,1,75,10,9,9,mat,0
GP,GT3,4,4,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,2,4,22,9,9,9,mat,0
GP,GT3,4,4,reputation,father,1,2,1,yes,yes,no,yes,yes,yes,yes,4,4,15,9,8,8,mat,0
GP,LE3,4,3,course,mother,2,1,0,no,no,yes,yes,yes,yes,yes,2,3,8,10,11,10,mat,1
GP,LE3,4,1,home,mother,2,1,0,no,no,yes,yes,yes,yes,yes,5,4,30,8,8,8,mat,0
GP,LE3,3,2,home,mother,1,1,1,no,no,no,no,yes,yes,yes,4,4,19,11,9,10,mat,1
GP,LE3,1,1,reputation,mother,2,4,0,no,yes,yes,yes,yes,yes,no,2,2,1,12,12,12,mat,1
GP,GT3,1,1,home,mother,2,2,0,yes,no,no,yes,yes,yes,yes,4,4,4,8,9,10,mat,1
GP,GT3,2,2,course,mother,1,2,0,no,yes,no,no,no,yes,yes,4,5,4,10,9,11,mat,1
GP,GT3,1,1,reputation,father,1,2,0,no,no,yes,no,no,yes,yes,3,3,2,12,10,11,mat,1
GP,GT3,2,2,other,mother,1,3,0,no,yes,yes,no,yes,yes,yes,3,3,5,18,18,19,mat,1
GP,GT3,1,1,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,3,3,6,13,12,12,mat,1
GP,GT3,2,1,reputation,mother,1,3,0,no,no,yes,yes,yes,yes,yes,2,4,6,15,14,14,mat,1
GP,LE3,4,4,reputation,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,3,9,15,13,15,mat,1
GP,GT3,4,2,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,3,2,11,12,11,11,mat,1
GP,GT3,4,3,reputation,mother,1,3,0,no,yes,yes,no,yes,yes,yes,2,2,0,15,15,15,mat,1
GP,LE3,2,1,reputation,mother,1,2,1,no,no,no,no,yes,yes,yes,4,3,12,12,12,13,mat,1
GP,LE3,3,1,reputation,mother,2,4,0,no,yes,yes,no,yes,yes,no,1,2,6,18,18,18,mat,1
GP,LE3,3,2,reputation,mother,2,3,0,no,yes,yes,yes,yes,yes,yes,4,2,8,14,13,14,mat,1
GP,GT3,3,3,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,4,3,4,14,12,11,mat,1
GP,LE3,4,3,home,other,2,2,0,no,yes,yes,no,yes,yes,yes,4,5,10,10,8,8,mat,0
GP,GT3,4,3,reputation,father,1,4,0,no,yes,yes,no,yes,yes,yes,3,3,0,14,13,14,mat,1
GP,LE3,4,4,home,mother,1,1,0,no,yes,yes,no,yes,yes,yes,4,2,5,16,15,16,mat,1
GP,LE3,4,4,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,2,4,14,12,10,11,mat,1
GP,LE3,4,4,home,father,2,1,0,no,no,yes,no,yes,yes,yes,1,1,0,11,11,10,mat,1
GP,GT3,4,2,reputation,mother,2,3,0,no,yes,yes,no,yes,yes,yes,3,3,0,15,12,14,mat,1
GP,GT3,3,2,reputation,father,1,4,0,no,yes,yes,yes,no,yes,yes,2,2,0,17,17,18,mat,1
GP,GT3,3,3,home,other,1,2,1,no,yes,no,yes,yes,yes,yes,4,4,20,15,14,13,mat,1
GP,GT3,2,4,reputation,other,1,2,1,no,yes,yes,yes,yes,yes,yes,4,3,8,14,12,12,mat,1
GP,GT3,3,2,course,other,1,1,0,no,no,no,yes,yes,yes,no,5,3,0,17,18,18,mat,1
GP,GT3,4,4,reputation,other,2,1,1,no,yes,yes,no,yes,yes,yes,3,4,38,8,9,8,mat,0
GP,GT3,3,3,reputation,father,1,2,1,no,no,no,yes,yes,yes,no,5,3,0,15,12,12,mat,1
GP,LE3,1,1,reputation,other,1,2,1,yes,yes,no,yes,no,yes,yes,4,3,18,12,10,10,mat,1
GP,GT3,2,1,other,other,3,2,0,no,yes,no,no,yes,no,yes,4,1,20,14,12,13,mat,1
GP,GT3,1,2,course,other,1,2,1,no,no,no,no,no,yes,yes,5,2,3,13,11,11,mat,1
GP,LE3,3,2,reputation,other,2,2,1,no,yes,yes,no,no,yes,yes,2,2,22,13,10,11,mat,1
GP,GT3,1,1,home,other,1,3,2,no,no,no,no,no,yes,yes,1,2,14,15,13,13,mat,1
GP,GT3,2,3,reputation,other,1,3,1,no,no,no,no,yes,yes,yes,1,2,40,13,11,11,mat,1
GP,GT3,4,3,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,3,4,9,9,10,9,mat,0
GP,GT3,3,4,course,father,1,3,0,no,yes,yes,yes,no,yes,yes,3,4,0,11,11,10,mat,1
GP,GT3,4,4,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,4,4,2,11,11,11,mat,1
GP,GT3,4,3,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,2,2,23,13,13,13,mat,1
GP,GT3,2,2,course,mother,1,2,0,no,yes,no,no,yes,yes,no,2,2,12,11,9,9,mat,0
GP,LE3,2,2,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,3,2,3,11,11,11,mat,1
GP,GT3,3,1,course,father,1,3,0,no,yes,no,no,no,yes,yes,4,3,1,12,14,15,mat,1
GP,LE3,0,2,home,father,2,3,0,no,no,no,no,yes,yes,yes,3,3,0,16,15,15,mat,1
GP,GT3,4,4,course,mother,1,3,0,no,no,no,yes,yes,yes,yes,3,3,3,9,12,11,mat,1
GP,GT3,3,3,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,3,5,3,14,15,16,mat,1
GP,GT3,2,2,course,mother,4,1,0,no,yes,no,no,yes,yes,yes,4,5,8,11,10,10,mat,1
GP,GT3,4,4,course,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,4,7,10,9,9,mat,0
GP,GT3,4,4,course,mother,2,3,0,no,yes,yes,no,no,yes,yes,3,3,4,14,14,14,mat,1
GP,LE3,2,2,course,mother,1,4,0,no,yes,no,yes,yes,yes,yes,5,5,2,9,8,8,mat,0
GP,GT3,2,4,course,father,1,3,0,no,yes,no,no,yes,yes,yes,4,3,7,12,14,14,mat,1
GP,GT3,3,4,course,mother,1,3,0,no,no,no,no,yes,yes,yes,4,5,16,16,15,15,mat,1
GP,GT3,3,1,home,other,1,3,1,no,no,yes,no,yes,yes,no,4,3,12,14,13,13,mat,1
GP,LE3,3,3,home,mother,1,4,0,no,yes,no,no,yes,yes,yes,3,3,7,16,15,17,mat,1
GP,GT3,3,2,home,mother,1,2,0,no,yes,yes,no,yes,yes,yes,3,3,4,9,10,10,mat,1
GP,GT3,2,1,home,other,1,3,1,no,no,yes,yes,yes,yes,yes,3,4,4,11,12,11,mat,1
GP,LE3,3,4,home,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,3,11,16,15,15,mat,1
GP,GT3,2,3,course,mother,1,3,0,no,yes,no,no,yes,yes,yes,3,3,4,11,10,10,mat,1
GP,GT3,3,2,other,mother,1,3,0,no,no,no,no,yes,yes,yes,4,3,7,13,13,14,mat,1
GP,GT3,4,3,course,mother,1,3,0,no,no,no,no,yes,yes,yes,3,2,9,16,15,16,mat,1
GP,GT3,4,3,course,mother,1,3,0,no,yes,yes,no,yes,yes,yes,4,5,0,10,10,9,mat,0
GP,GT3,4,3,reputation,mother,1,3,0,no,yes,yes,yes,yes,yes,yes,4,3,0,13,15,15,mat,1
MS,GT3,3,2,course,mother,2,1,1,no,yes,no,no,no,yes,yes,5,5,10,11,13,13,mat,1
MS,GT3,1,1,home,other,3,2,3,no,no,no,no,yes,yes,yes,4,4,8,8,7,8,mat,0
MS,GT3,3,3,course,mother,2,2,0,no,yes,yes,no,yes,yes,yes,5,4,2,13,13,13,mat,1
MS,LE3,1,3,course,mother,1,1,1,no,no,no,no,yes,no,yes,3,3,7,8,7,8,mat,0
MS,GT3,1,1,home,other,3,1,1,no,yes,no,no,yes,yes,yes,4,4,4,8,8,8,mat,0
MS,GT3,4,3,home,mother,2,2,0,no,yes,yes,yes,no,yes,yes,5,5,4,13,11,11,mat,1
MS,GT3,3,3,course,father,1,2,0,no,yes,no,no,yes,yes,no,3,4,0,10,9,9,mat,0
MS,GT3,4,4,other,father,2,2,0,no,yes,yes,yes,yes,yes,yes,3,3,4,12,13,13,mat,1
MS,LE3,3,2,reputation,mother,2,2,0,no,no,no,no,yes,yes,no,2,3,2,12,12,11,mat,1
MS,LE3,1,1,home,father,2,1,0,no,no,no,no,no,yes,yes,3,2,4,10,10,10,mat,1
MS,LE3,1,1,course,father,2,3,0,no,no,no,no,yes,yes,yes,3,2,0,18,16,16,mat,1
MS,LE3,1,4,course,mother,3,2,0,no,no,no,no,yes,yes,no,3,4,0,13,13,13,mat,1
MS,LE3,1,1,other,mother,2,2,1,no,no,no,yes,no,no,no,4,3,2,13,12,12,mat,1
MS,GT3,3,3,other,mother,2,2,0,no,yes,no,no,yes,yes,yes,3,2,0,11,11,10,mat,1
MS,LE3,4,4,course,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,3,4,0,16,15,15,mat,1
MS,GT3,1,2,course,father,2,2,0,no,no,no,no,no,yes,no,2,2,0,12,11,12,mat,1
MS,GT3,1,3,course,mother,2,2,0,no,yes,yes,no,yes,yes,no,3,4,4,10,10,10,mat,1
MS,LE3,4,4,other,mother,2,3,0,no,no,yes,no,yes,yes,yes,2,2,0,13,13,13,mat,1
MS,GT3,2,3,course,father,2,1,0,no,yes,yes,no,yes,yes,yes,2,3,0,11,10,10,mat,1
MS,GT3,4,4,other,father,3,2,0,no,yes,yes,no,no,yes,yes,2,2,10,14,12,11,mat,1
MS,LE3,3,2,home,other,2,2,2,no,no,no,yes,yes,yes,no,2,2,4,7,7,9,mat,0
MS,LE3,1,2,other,father,3,1,0,no,yes,yes,yes,yes,no,yes,3,3,3,14,12,12,mat,1
MS,GT3,2,2,home,mother,1,3,0,no,no,no,yes,yes,yes,no,4,3,8,13,11,11,mat,1
MS,GT3,1,2,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,5,5,14,6,5,5,mat,0
MS,LE3,4,4,reputation,mother,2,3,0,no,no,no,no,yes,yes,yes,4,4,0,19,18,19,mat,1
MS,GT3,1,1,home,mother,4,3,0,no,no,no,no,yes,yes,yes,3,2,2,8,8,10,mat,1
MS,GT3,4,2,course,other,2,3,2,no,yes,yes,no,no,yes,yes,4,3,4,15,14,15,mat,1
MS,LE3,4,4,course,mother,1,2,0,no,no,yes,yes,yes,yes,yes,4,3,4,8,9,10,mat,1
MS,GT3,3,3,home,mother,1,2,0,no,no,yes,no,yes,yes,yes,1,3,0,15,15,15,mat,1
MS,GT3,3,1,reputation,mother,1,2,0,no,yes,yes,yes,no,yes,yes,5,4,17,10,10,10,mat,1
MS,GT3,4,4,home,father,1,2,0,no,no,yes,yes,no,yes,yes,2,4,4,15,14,14,mat,1
MS,GT3,2,1,other,mother,2,1,0,no,no,no,yes,no,yes,yes,4,3,5,7,6,7,mat,0
MS,GT3,2,3,home,father,2,2,0,no,no,no,yes,yes,yes,yes,4,3,2,11,11,10,mat,1
MS,GT3,4,2,home,father,2,1,1,no,no,yes,no,yes,yes,no,4,3,14,6,5,5,mat,0
MS,GT3,2,2,other,mother,2,3,0,no,no,yes,no,yes,yes,no,3,3,2,10,9,10,mat,1
MS,GT3,4,4,reputation,mother,3,1,0,no,yes,yes,yes,yes,yes,yes,4,3,7,6,5,6,mat,0
MS,LE3,3,1,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,3,4,0,7,9,8,mat,0
MS,LE3,2,2,course,other,1,2,2,no,yes,yes,no,yes,yes,no,5,4,11,9,9,9,mat,0
MS,LE3,3,1,course,mother,2,1,0,no,no,no,no,no,yes,yes,4,5,3,14,16,16,mat,1
MS,GT3,1,1,course,other,1,1,3,no,no,no,no,no,yes,no,5,3,3,10,8,7,mat,0
MS,LE3,3,2,course,mother,3,1,0,no,no,no,no,no,yes,yes,4,1,0,11,12,10,mat,1
MS,LE3,1,1,course,father,1,1,0,no,no,no,no,yes,yes,yes,2,3,5,8,9,9,mat,0
GP,GT3,1,1,course,father,1,2,0,no,yes,no,no,no,yes,yes,3,3,2,9,11,11,por,1
GP,LE3,1,1,other,mother,1,2,0,yes,no,no,no,yes,yes,yes,3,2,6,12,13,12,por,1
GP,GT3,4,2,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,2,2,0,14,14,14,por,1
GP,GT3,3,3,home,father,1,2,0,no,yes,no,no,yes,yes,no,3,2,0,11,13,13,por,1
GP,LE3,4,3,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,2,6,12,12,13,por,1
GP,LE3,2,2,home,mother,1,2,0,no,no,no,no,yes,yes,yes,4,4,0,13,12,13,por,1
GP,GT3,4,4,home,mother,2,2,0,yes,yes,no,no,yes,yes,no,1,4,2,10,13,13,por,1
GP,LE3,3,2,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,2,2,0,15,16,17,por,1
GP,GT3,3,4,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,1,0,12,12,13,por,1
GP,GT3,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,2,14,14,14,por,1
GP,GT3,2,1,reputation,father,3,3,0,no,yes,no,yes,yes,yes,yes,2,2,0,10,12,13,por,1
GP,LE3,4,4,course,father,1,1,0,no,yes,no,yes,yes,yes,yes,3,3,0,12,13,12,por,1
GP,GT3,4,3,course,mother,2,2,0,no,yes,no,no,yes,yes,yes,4,3,0,12,12,13,por,1
GP,GT3,2,2,home,other,1,3,0,no,yes,no,no,yes,yes,yes,5,2,0,14,14,15,por,1
GP,GT3,4,4,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,4,4,6,17,17,17,por,1
GP,GT3,4,4,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,2,3,10,13,13,14,por,1
GP,GT3,3,3,reputation,mother,3,2,0,yes,yes,no,yes,yes,yes,no,3,2,2,13,14,14,por,1
GP,GT3,3,2,course,mother,1,1,3,no,yes,yes,yes,yes,yes,yes,5,5,2,8,8,7,por,0
GP,LE3,4,3,home,father,1,1,0,no,no,no,yes,yes,yes,yes,1,3,6,12,12,12,por,1
GP,GT3,4,3,reputation,mother,1,2,0,no,no,no,no,yes,yes,yes,4,1,0,12,13,14,por,1
GP,GT3,4,4,other,father,1,1,0,no,yes,yes,no,yes,yes,yes,4,2,0,11,12,12,por,1
GP,LE3,4,2,course,mother,1,2,0,no,no,no,yes,yes,yes,yes,5,1,0,12,13,14,por,1
GP,LE3,2,2,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,4,4,2,10,10,10,por,1
GP,GT3,2,4,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,3,2,2,10,11,10,por,1
GP,GT3,2,2,home,mother,1,1,0,no,yes,no,no,no,yes,yes,2,2,6,10,11,12,por,1
GP,GT3,2,2,home,mother,1,1,0,no,yes,no,no,yes,yes,yes,2,2,8,11,12,12,por,1
GP,GT3,4,2,other,mother,1,1,0,no,no,no,no,yes,yes,yes,2,4,0,11,11,11,por,1
GP,LE3,3,4,home,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,3,3,2,12,12,13,por,1
GP,GT3,4,4,home,mother,1,2,0,no,yes,yes,yes,yes,yes,yes,4,5,4,12,11,12,por,1
GP,GT3,4,4,home,mother,1,2,0,no,yes,yes,no,no,yes,yes,4,2,0,10,11,11,por,1
GP,GT3,4,4,reputation,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,1,2,15,15,15,por,1
GP,GT3,4,3,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,5,2,0,13,14,15,por,1
GP,LE3,3,3,course,mother,1,2,0,no,no,no,yes,no,yes,yes,3,2,0,13,12,12,por,1
GP,GT3,3,2,home,mother,1,1,0,no,yes,no,no,no,yes,yes,4,3,4,12,12,12,por,1
GP,GT3,2,3,other,father,2,1,0,no,yes,no,yes,yes,yes,no,5,1,4,11,11,11,por,1
GP,LE3,4,3,home,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,0,14,14,14,por,1
GP,GT3,4,4,reputation,mother,2,3,0,no,yes,no,yes,yes,yes,yes,4,3,4,13,13,13,por,1
GP,GT3,3,4,course,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,3,2,2,11,12,12,por,1
GP,GT3,2,2,reputation,mother,1,1,0,yes,yes,no,yes,yes,yes,no,3,1,8,14,13,12,por,1
GP,LE3,2,2,home,mother,2,2,0,no,yes,no,yes,no,yes,yes,3,3,16,11,11,10,por,1
GP,LE3,4,4,home,other,1,1,0,no,yes,no,no,no,yes,yes,4,3,8,10,11,11,por,1
GP,GT3,4,4,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,14,15,15,por,1
GP,GT3,2,2,course,father,1,1,0,yes,yes,no,no,yes,yes,yes,4,1,0,9,10,10,por,1
GP,LE3,2,2,course,father,2,2,1,yes,no,no,yes,yes,yes,yes,3,3,14,10,11,11,por,1
GP,LE3,4,3,course,mother,1,2,0,yes,yes,yes,yes,yes,yes,yes,2,2,4,10,11,11,por,1
GP,LE3,3,3,home,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,5,6,13,12,13,por,1
GP,GT3,4,3,reputation,mother,1,4,0,no,no,no,yes,yes,yes,yes,2,2,2,17,17,17,por,1
GP,GT3,4,2,home,mother,1,2,0,no,yes,no,no,yes,yes,no,3,3,4,11,12,13,por,1
GP,GT3,4,4,other,father,1,2,0,yes,yes,no,yes,no,yes,yes,4,4,2,13,12,12,por,1
GP,LE3,2,2,course,mother,3,2,0,no,yes,no,no,yes,yes,yes,3,3,0,14,13,13,por,1
GP,LE3,4,2,other,mother,1,2,0,no,yes,no,no,yes,yes,yes,3,3,0,16,14,16,por,1
GP,LE3,4,2,other,father,2,1,0,no,no,no,no,yes,yes,no,5,5,4,10,9,9,por,0
GP,GT3,4,4,course,mother,1,1,0,yes,yes,no,no,yes,yes,yes,3,4,0,13,12,12,por,1
GP,LE3,3,3,other,mother,1,1,0,no,no,no,no,yes,yes,yes,3,4,0,13,12,13,por,1
GP,GT3,2,1,other,mother,1,2,0,no,no,no,yes,yes,yes,yes,3,4,2,12,13,12,por,1
GP,GT3,4,3,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,2,0,15,14,15,por,1
GP,GT3,4,4,reputation,mother,1,2,0,no,yes,no,yes,yes,yes,no,2,2,8,15,15,16,por,1
GP,LE3,1,2,home,father,1,2,0,yes,yes,no,yes,yes,yes,yes,3,2,0,14,13,14,por,1
GP,GT3,4,2,course,mother,1,2,0,no,yes,yes,no,yes,yes,yes,2,3,2,16,15,16,por,1
GP,GT3,4,4,other,mother,1,2,0,no,yes,no,yes,yes,yes,no,4,4,0,17,16,16,por,1
GP,GT3,1,1,course,father,4,1,0,yes,yes,no,yes,no,yes,yes,5,5,0,10,10,16,por,1
GP,LE3,1,2,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,4,3,0,13,13,10,por,1
GP,GT3,4,3,home,mother,1,3,0,yes,yes,no,yes,yes,yes,yes,4,4,0,14,13,13,por,1
GP,LE3,4,3,reputation,father,1,2,0,yes,no,no,yes,yes,yes,yes,4,4,0,13,12,12,por,1
GP,LE3,4,3,course,mother,3,2,0,no,yes,no,yes,yes,yes,yes,4,3,2,16,15,16,por,1
GP,GT3,4,4,reputation,mother,1,4,0,no,yes,no,yes,no,yes,yes,3,3,0,11,12,12,por,1
GP,GT3,3,1,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,3,3,0,10,9,10,por,1
GP,LE3,2,2,reputation,mother,2,2,0,yes,yes,no,no,yes,yes,yes,1,3,0,11,10,11,por,1
GP,LE3,3,1,reputation,father,2,4,0,no,yes,no,no,no,yes,yes,4,2,6,15,15,15,por,1
GP,GT3,3,1,reputation,father,2,4,0,no,yes,no,no,yes,yes,yes,3,2,2,13,11,11,por,1
GP,GT3,4,2,course,mother,1,4,0,no,no,no,no,yes,yes,yes,3,3,0,11,9,10,por,1
GP,GT3,1,1,reputation,mother,1,2,0,yes,yes,no,no,no,yes,yes,3,4,2,13,11,11,por,1
GP,GT3,3,1,reputation,mother,1,1,0,no,no,no,yes,yes,yes,no,3,2,0,13,13,14,por,1
GP,GT3,3,3,home,mother,1,2,0,yes,yes,no,yes,yes,yes,yes,3,3,4,11,11,11,por,1
GP,GT3,4,3,home,mother,1,2,0,no,yes,no,yes,yes,yes,yes,3,3,0,11,11,11,por,1
GP,GT3,4,0,course,mother,2,4,0,no,no,no,yes,yes,yes,yes,4,3,0,12,11,11,por,1
GP,GT3,2,2,reputation,mother,1,4,0,no,no,no,no,yes,yes,yes,2,3,1,13,13,13,por,1
GP,GT3,2,1,home,mother,2,1,3,yes,yes,no,yes,yes,no,yes,5,1,0,9,9,10,por,1
GP,GT3,3,4,course,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,3,14,12,11,11,por,1
GP,GT3,2,3,course,father,1,1,0,yes,yes,no,yes,no,yes,yes,2,2,0,11,11,12,por,1
GP,GT3,2,3,home,mother,1,3,0,yes,no,no,no,no,yes,yes,3,2,2,10,9,9,por,0
GP,LE3,3,2,reputation,mother,1,2,0,no,yes,no,no,yes,yes,yes,4,4,4,12,11,11,por,1
GP,LE3,2,2,home,mother,2,2,0,no,no,yes,yes,yes,yes,yes,3,3,2,13,12,13,por,1
GP,GT3,1,1,home,father,1,2,0,no,yes,no,yes,no,yes,yes,3,2,2,13,12,12,por,1
GP,GT3,4,4,reputation,father,2,2,0,no,no,no,no,yes,yes,yes,4,4,4,12,11,12,por,1
GP,LE3,2,2,course,mother,1,2,0,no,yes,no,no,yes,yes,no,3,4,6,13,11,11,por,1
GP,GT3,4,2,reputation,mother,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,4,15,15,15,por,1
GP,GT3,2,2,reputation,father,2,2,0,no,no,no,yes,no,yes,yes,4,2,6,12,10,11,por,1
GP,LE3,4,4,reputation,mother,1,2,0,no,yes,no,no,yes,yes,no,1,3,6,9,9,10,por,1
GP,GT3,3,3,home,mother,1,3,0,no,yes,no,no,yes,yes,yes,3,3,2,9,11,11,por,1
GP,GT3,4,3,reputation,mother,1,1,0,no,no,no,yes,yes,yes,yes,5,5,6,14,13,13,por,1
GP,LE3,3,1,home,father,1,2,0,yes,yes,no,no,yes,yes,no,3,3,0,12,13,12,por,1
GP,GT3,4,2,home,mother,2,2,0,no,yes,no,yes,yes,yes,yes,3,3,2,13,14,14,por,1
GP,LE3,2,2,reputation,mother,1,4,0,no,yes,no,yes,yes,yes,yes,3,4,2,11,12,12,por,1
GP,GT3,1,1,home,mother,2,4,0,yes,yes,yes,yes,yes,yes,yes,1,2,4,13,13,13,por,1
GP,GT3,4,3,reputation,mother,2,1,0,yes,yes,yes,yes,no,yes,yes,3,3,6,9,11,11,por,1
GP,GT3,2,1,course,mother,1,2,0,no,yes,no,no,yes,yes,no,3,5,0,13,12,12,por,1
GP,GT3,4,4,reputation,mother,1,1,0,no,no,no,yes,no,yes,yes,3,4,4,12,13,13,por,1
GP,GT3,4,3,course,mother,1,3,0,yes,yes,no,no,yes,yes,yes,3,5,2,12,13,13,por,1
GP,GT3,4,4,other,mother,1,1,0,yes,yes,no,yes,yes,yes,yes,5,5,12,9,9,8,por,0
GP,GT3,4,4,other,father,1,3,0,no,yes,no,yes,yes,yes,yes,4,3,0,16,16,16,por,1
GP,GT3,4,4,course,mother,1,1,0,no,yes,yes,yes,no,yes,yes,3,3,2,12,13,12,por,1
GP,GT3,3,2,home,mother,2,2,0,yes,yes,no,no,yes,yes,yes,3,5,16,11,10,10,por,1
GP,GT3,3,4,course,mother,1,2,0,no,yes,no,yes,yes,yes,yes,4,4,0,16,16,16,por,1
GP,GT3,3,3,reputation,father,1,4,0,yes,no,no,no,yes,yes,no,3,3,10,10,10,10,por,1
GP,GT3,2,2,course,mother,1,4,0,yes,yes,no,no,yes,yes,yes,1,2,4,10,10,10,por,1
GP,GT3,3,3,home,father,1,3,0,no,yes,no,yes,yes,yes,yes,3,3,4,13,14,14,por,1
GP,GT3,4,4,home,father,4,4,0,no,yes,no,yes,yes,yes,yes,3,5,8,12,10,11,por,1
GP,LE3,4,4,other,mother,1,3,0,no,yes,no,yes,yes,yes,yes,4,5,2,15,15,14,por,1
GP,LE3,4,4,course,mother,1,1,0,no,no,no,yes,yes,yes,yes,5,3,4,13,14,14,por,1
GP,GT3,3,3,reputation,father,1,3,0,yes,yes,no,yes,yes,yes,yes,1,2,4,11,11,11,por,1
GP,GT3,2,2,home,mother,1,2,1,yes,no,no,yes,yes,yes,yes,1,2,12,8,10,10,por,1
GP,LE3,4,2,course,mother,1,1,0,no,no,no,no,yes,yes,yes,5,2,10,18,17,18,por,1
GP,GT3,2,1,reputation,mother,1,2,0,no,no,no,yes,yes,yes,yes,4,2,4,10,9,10,por,1
GP,GT3,4,4,course,father,1,2,0,no,yes,no,yes,yes,yes,yes,4,4,6,16,14,14,por,1
GP,GT3,4,4,reputation,father,2,2,0,no,yes,no,yes,yes,yes,no,4,3,4,16,15,16,por,1
GP,GT3,3,3,home,father,2,1,0,no,no,no,yes,yes,yes,yes,4,2,6,14,14,15,por,1
GP,GT3,1,3,course,father,3,2,1,no,yes,no,yes,yes,yes,yes,2,4,14,12,11,11,por,1
GP,GT3,3,4,reputation,father,1,1,0,no,no,no,no,yes,yes,yes,4,3,2,14,13,14,por,1
GP,GT3,1,2,course,mother,1,2,0,no,no,no,no,no,yes,yes,2,3,0,14,14,14,por,1
GP,GT3,2,2,home,father,1,4,0,no,yes,no,yes,yes,yes,yes,5,4,6,14,13,13,por,1
GP,LE3,2,4,course,father,2,2,0,no,yes,no,yes,yes,yes,yes,2,2,2,14,12,13,por,1
GP,GT3,4,4,course,mother,1,1,0,no,yes,no,yes,yes,yes,yes,4,4,4,12,13,13,por,1
GP,GT3,2,2,home,mother,1,2,0,no,no,no,no,yes,yes,yes,4,4,0,12,11,11,por,1
GP,GT3,3,4,home,father,1,1,0,yes,no,no,no,yes,yes,yes,5,5,2,9,9,9,por,0
GP,LE3,3,4,home,mother,1,2,0,yes,no,no,yes,yes,yes,yes,3,2,0,10,11,11,por,1
GP,GT3,0,1,course,other,1,2,2,no,yes,no,no,no,no,no,4,2,0,9,10,11,por,1
GP,GT3,2,3,course,mother,2,3,0,no,yes,no,no,no,yes,yes,2,3,4,13,12,13,por,1
GP,LE3,2,1,course,mother,3,1,0,no,yes,no,no,yes,yes,yes,2,2,8,11,10,11,por,1
